match_id,date,league,turn,team_1,team_2,goals_1,goals_2,winner,possession_1,possession_2,goal_chances_1,goal_chances_2,shots_on_target_1,shots_on_target_2,shots_off_target_1,shots_off_target_2,offsides_1,offsides_2,goalkeeper_saves_1,goalkeeper_saves_2,fouls_1,fouls_2,attacks_1,attacks_2,dangerous_attacks_1,dangerous_attacks_2,red_cards_1,red_cards_2,bet_1,bet_x,bet_2,team_1_formation,team_2_formation,month,day_of_week,shots_1,shots_2,player_0_team_1,player_0_team_2,player_1_team_1,player_1_team_2,player_2_team_1,player_2_team_2,player_3_team_1,player_3_team_2,player_4_team_1,player_4_team_2,player_5_team_1,player_5_team_2,player_6_team_1,player_6_team_2,player_7_team_1,player_7_team_2,player_8_team_1,player_8_team_2,player_9_team_1,player_9_team_2,player_10_team_1,player_10_team_2
dMIvRwML,2021-09-25 16:30:00,Liga Portugal,7.0,Moreirense,Arouca,2.0,1.0,1.0,35,65,8.0,17.0,3.0,5.0,5.0,6.0,0.0,1.0,4.0,1.0,20.0,8.0,78.0,125.0,40.0,64.0,0.0,0.0,1.95,3.55,4.15,4 - 4 - 2,4 - 2 - 3 - 1,9,5,8.0,11.0,7.1,5.9,6.8,6.3,6.6,6.5,7.2,6.7,6.3,7.7,8.3,6.7,7.2,7.1,7.6,7.5,6.6,6.2,6.7,6.9,7.9,7.3
zDHrQcyS,2021-09-24 22:15:00,Liga Portugal,7.0,Gil Vicente,FC Porto,1.0,2.0,2.0,33,67,8.0,16.0,4.0,8.0,2.0,4.0,1.0,1.0,6.0,3.0,15.0,17.0,88.0,137.0,23.0,75.0,0.0,0.0,7.5,4.7,1.46,4 - 3 - 3,4 - 1 - 4 - 1,9,4,6.0,12.0,7.2,7.6,7.9,8.0,6.9,6.5,6.1,7.6,6.4,7.2,6.0,7.1,6.2,6.5,5.8,7.5,6.7,7.7,5.6,6.6,7.4,7.7
hULNULMd,2021-09-24 20:00:00,Liga Portugal,7.0,Sporting,Maritimo,1.0,0.0,1.0,72,28,25.0,4.0,7.0,0.0,9.0,4.0,0.0,1.0,0.0,6.0,14.0,14.0,164.0,65.0,76.0,10.0,0.0,1.0,1.3,5.6,12.0,3 - 4 - 3,3 - 5 - 2,9,4,16.0,4.0,6.7,5.4,6.7,6.6,7.9,7.0,6.9,6.4,8.8,6.6,7.3,6.4,7.7,6.5,7.1,6.4,8.0,6.6,7.0,6.6,7.2,6.4
6anaSS0b,2021-09-20 22:15:00,Liga Portugal,6.0,Braga,Tondela,3.0,1.0,1.0,67,33,20.0,3.0,7.0,1.0,9.0,2.0,2.0,2.0,0.0,4.0,9.0,6.0,144.0,76.0,83.0,18.0,0.0,0.0,1.36,5.4,7.6,4 - 2 - 3 - 1,4 - 2 - 3 - 1,9,0,16.0,3.0,6.2,6.4,8.0,6.1,7.3,5.9,7.0,7.3,7.3,6.1,7.4,7.2,7.0,6.0,7.4,6.7,7.7,5.8,7.9,6.3,6.7,6.5
S8meT8oh,2021-09-20 20:00:00,Liga Portugal,6.0,Benfica,Boavista,3.0,1.0,1.0,64,36,8.0,10.0,6.0,6.0,2.0,3.0,2.0,1.0,5.0,3.0,16.0,13.0,119.0,92.0,31.0,26.0,0.0,0.0,1.17,8.55,12.5,3 - 4 - 3,3 - 4 - 3,9,0,8.0,9.0,7.4,6.2,6.3,6.3,7.8,6.3,6.9,6.4,7.8,7.0,7.7,6.7,7.4,6.7,7.2,5.8,7.9,7.5,7.4,6.5,7.3,6.1
YD2u8bFq,2021-09-19 21:30:00,Liga Portugal,6.0,Estoril,Sporting,0.0,1.0,2.0,44,56,7.0,11.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,10.0,6.0,68.0,126.0,39.0,48.0,0.0,0.0,6.3,3.9,1.62,4 - 2 - 3 - 1,3 - 4 - 3,9,6,6.0,6.0,5.8,7.2,6.9,7.0,6.9,7.5,6.4,7.1,7.0,8.2,6.5,7.2,6.2,8.2,6.6,7.2,6.0,7.1,6.8,7.6,6.3,6.3
bZriUlWo,2021-09-19 19:00:00,Liga Portugal,6.0,FC Porto,Moreirense,5.0,0.0,1.0,63,37,18.0,5.0,7.0,0.0,6.0,2.0,1.0,2.0,0.0,2.0,11.0,11.0,85.0,99.0,48.0,62.0,0.0,0.0,1.21,7.0,16.0,4 - 4 - 2,4 - 2 - 3 - 1,9,6,13.0,2.0,6.6,4.2,7.1,4.7,7.4,5.8,7.8,5.7,7.1,6.0,8.0,6.2,7.9,6.6,7.2,6.5,8.7,6.0,9.1,6.2,8.8,6.3
0zZy7IUk,2021-09-19 16:30:00,Liga Portugal,6.0,Vizela,Ferreira,1.0,1.0,0.0,60,40,21.0,10.0,4.0,2.0,10.0,7.0,2.0,1.0,1.0,3.0,14.0,10.0,107.0,81.0,70.0,42.0,0.0,1.0,2.33,3.2,3.1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,9,6,14.0,9.0,6.2,7.1,7.0,7.4,6.9,7.4,7.0,7.4,6.7,7.2,6.9,7.3,8.0,7.0,6.7,4.0,7.6,5.7,7.2,6.5,7.5,8.1
vRXu6xpd,2021-09-18 21:30:00,Liga Portugal,6.0,Arouca,Guimaraes,2.0,2.0,0.0,60,40,11.0,11.0,5.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,17.0,10.0,135.0,79.0,39.0,45.0,0.0,0.0,3.9,3.5,2.03,4 - 2 - 3 - 1,4 - 3 - 3,9,5,8.0,8.0,6.5,6.6,7.1,6.9,7.0,6.8,7.1,7.4,7.4,7.3,6.7,7.7,6.9,6.3,6.5,7.1,6.5,7.4,6.3,7.7,7.0,7.8
2Ru8Q6VA,2021-09-18 19:00:00,Liga Portugal,6.0,BSAD,Gil Vicente,1.0,1.0,0.0,41,59,11.0,8.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,19.0,15.0,98.0,124.0,35.0,49.0,0.0,0.0,3.75,3.25,2.17,3 - 4 - 3,4 - 3 - 3,9,5,9.0,6.0,6.8,6.7,6.6,7.1,7.4,6.9,6.7,6.6,6.8,6.7,7.2,7.3,6.7,6.6,6.7,6.8,6.9,6.3,7.2,6.5,6.8,7.7
lOy4RnG4,2021-09-18 16:30:00,Liga Portugal,6.0,Famalicao,Maritimo,0.0,0.0,0.0,53,47,16.0,2.0,4.0,0.0,11.0,1.0,0.0,3.0,0.0,4.0,20.0,20.0,111.0,80.0,62.0,36.0,0.0,0.0,1.8,3.7,4.75,4 - 2 - 3 - 1,4 - 1 - 4 - 1,9,5,15.0,1.0,6.7,8.5,7.4,6.7,7.7,6.3,7.3,6.6,7.3,7.0,7.3,6.4,6.8,7.4,6.6,7.0,7.7,7.7,7.0,7.1,6.7,6.6
dluCPQpH,2021-09-17 21:15:00,Liga Portugal,6.0,Portimonense,Santa Clara,2.0,1.0,1.0,54,46,10.0,13.0,4.0,2.0,3.0,8.0,4.0,1.0,1.0,2.0,21.0,11.0,105.0,71.0,41.0,40.0,0.0,0.0,2.31,3.05,3.65,4 - 3 - 3,4 - 2 - 3 - 1,9,4,7.0,10.0,6.8,6.1,6.8,6.4,7.6,6.5,7.1,6.0,7.0,6.7,8.4,6.6,6.7,6.5,6.7,6.0,6.7,6.7,7.9,6.8,6.7,7.2
tISvRI4O,2021-09-13 22:15:00,Liga Portugal,5.0,Tondela,Estoril,1.0,2.0,2.0,57,43,20.0,11.0,5.0,4.0,9.0,6.0,1.0,0.0,2.0,4.0,18.0,24.0,121.0,77.0,46.0,42.0,0.0,0.0,3.25,3.25,2.37,4 - 2 - 3 - 1,4 - 3 - 3,9,0,14.0,10.0,6.0,7.3,7.2,6.4,6.0,6.8,6.4,7.1,6.4,6.7,6.8,6.7,6.8,6.6,7.2,7.5,5.9,7.6,6.7,8.3,7.3,7.2
KrpmVUGu,2021-09-13 20:00:00,Liga Portugal,5.0,Maritimo,Arouca,2.0,2.0,0.0,50,50,14.0,17.0,6.0,3.0,6.0,10.0,1.0,2.0,1.0,4.0,18.0,19.0,97.0,125.0,35.0,49.0,1.0,0.0,2.28,3.15,3.55,4 - 3 - 3,4 - 2 - 3 - 1,9,0,12.0,13.0,6.1,6.8,6.7,7.2,6.7,6.4,7.0,7.3,6.8,6.3,6.8,7.0,7.0,6.5,6.8,8.2,7.5,7.3,7.5,7.1,5.5,7.5
jTZRTKK5,2021-09-12 21:30:00,Liga Portugal,5.0,Guimaraes,BSAD,0.0,0.0,0.0,45,55,11.0,16.0,4.0,6.0,2.0,7.0,3.0,0.0,6.0,4.0,18.0,17.0,87.0,120.0,51.0,47.0,2.0,0.0,1.42,4.55,8.9,4 - 3 - 3,3 - 4 - 3,9,6,6.0,13.0,7.9,7.6,7.2,7.0,5.2,7.3,7.3,7.4,7.1,7.2,7.0,7.1,0.0,7.6,6.9,7.7,6.9,6.5,6.9,6.8,7.4,7.2
hhWrQxKU,2021-09-12 19:00:00,Liga Portugal,5.0,Boavista,Portimonense,1.0,1.0,0.0,46,54,11.0,7.0,2.0,3.0,6.0,3.0,0.0,0.0,2.0,1.0,17.0,14.0,81.0,131.0,41.0,39.0,0.0,0.0,2.95,3.06,2.7,3 - 4 - 3,4 - 2 - 3 - 1,9,6,8.0,6.0,6.6,6.5,6.7,6.7,7.0,6.9,7.2,6.6,6.8,8.6,7.1,7.5,6.6,7.6,7.1,6.8,6.5,7.2,7.3,6.8,6.4,6.2
neTzSbkI,2021-09-12 19:00:00,Liga Portugal,5.0,Gil Vicente,Vizela,2.0,2.0,0.0,58,42,21.0,19.0,6.0,6.0,8.0,10.0,1.0,6.0,4.0,4.0,12.0,19.0,113.0,48.0,51.0,46.0,0.0,0.0,2.4,3.17,3.3,4 - 3 - 3,4 - 2 - 3 - 1,9,6,14.0,16.0,6.7,7.2,7.4,6.3,6.9,7.1,7.0,6.7,5.4,8.2,7.2,8.2,6.6,7.1,6.8,7.6,7.7,6.5,7.8,6.6,6.9,6.9
84UWSvzC,2021-09-12 16:30:00,Liga Portugal,5.0,Moreirense,Famalicao,2.0,2.0,0.0,46,54,7.0,15.0,3.0,8.0,2.0,2.0,1.0,4.0,6.0,1.0,14.0,10.0,64.0,89.0,25.0,41.0,0.0,0.0,2.91,3.3,2.57,4 - 3 - 3,4 - 2 - 3 - 1,9,6,5.0,10.0,7.3,6.5,6.6,7.6,6.9,6.2,6.9,7.1,6.7,6.6,6.7,7.1,6.6,6.7,6.6,7.3,7.0,6.8,7.3,7.0,7.9,8.1
4CXFWMzm,2021-09-11 21:30:00,Liga Portugal,5.0,Sporting,FC Porto,1.0,1.0,0.0,55,45,9.0,5.0,5.0,1.0,4.0,2.0,2.0,3.0,0.0,4.0,19.0,21.0,72.0,96.0,37.0,43.0,0.0,1.0,2.57,3.15,3.05,3 - 4 - 3,4 - 2 - 3 - 1,9,5,9.0,3.0,5.9,7.2,6.5,6.4,6.9,6.8,6.9,6.6,8.0,5.5,7.7,7.0,7.2,6.1,7.2,6.6,7.4,7.3,6.8,8.0,6.6,6.4
CxyOU05a,2021-09-11 19:00:00,Liga Portugal,5.0,Santa Clara,Benfica,0.0,5.0,2.0,30,70,11.0,8.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,5.0,20.0,20.0,78.0,111.0,37.0,31.0,0.0,0.0,5.8,4.0,1.63,3 - 5 - 2,3 - 4 - 3,9,5,7.0,6.0,4.6,7.3,5.8,7.9,5.2,7.6,5.5,7.6,6.4,6.7,6.3,7.7,6.6,7.2,6.2,8.4,6.0,7.4,6.7,9.1,6.8,7.8
IFyKVtjg,2021-09-11 16:30:00,Liga Portugal,5.0,Ferreira,Braga,0.0,0.0,0.0,43,57,12.0,10.0,3.0,2.0,6.0,4.0,1.0,2.0,2.0,3.0,14.0,16.0,57.0,70.0,26.0,44.0,0.0,0.0,4.75,3.52,1.85,4 - 2 - 3 - 1,3 - 4 - 3,9,5,9.0,6.0,6.9,7.8,7.0,6.5,7.3,7.6,7.3,7.3,7.8,6.6,6.6,7.0,7.3,7.2,6.5,7.0,6.7,7.2,6.7,6.6,7.3,7.4
hY71DazP,2021-08-29 21:30:00,Liga Portugal,4.0,Portimonense,Ferreira,0.0,1.0,2.0,52,48,18.0,6.0,5.0,2.0,9.0,3.0,3.0,1.0,1.0,5.0,12.0,16.0,111.0,103.0,55.0,36.0,0.0,0.0,2.25,3.18,3.6,4 - 1 - 4 - 1,4 - 2 - 3 - 1,8,6,14.0,5.0,6.0,7.5,7.4,7.0,5.8,7.2,6.6,7.1,6.2,7.6,7.6,6.8,6.2,6.9,6.7,6.4,6.7,6.9,6.9,6.8,6.3,8.3
IFFlG1j6,2021-08-29 21:30:00,Liga Portugal,4.0,Santa Clara,Gil Vicente,1.0,0.0,1.0,38,62,10.0,5.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,20.0,13.0,72.0,121.0,36.0,55.0,1.0,1.0,2.65,2.96,3.1,4 - 2 - 3 - 1,4 - 3 - 3,8,6,8.0,4.0,6.9,6.8,7.1,6.8,7.6,6.1,7.4,5.2,7.2,6.1,7.3,6.8,7.2,6.8,6.8,6.5,6.8,6.5,6.8,6.0,7.3,6.4
p2HtINLg,2021-08-29 19:00:00,Liga Portugal,4.0,Benfica,Tondela,2.0,1.0,1.0,72,28,20.0,3.0,8.0,2.0,7.0,1.0,2.0,2.0,1.0,6.0,11.0,19.0,195.0,59.0,83.0,16.0,0.0,0.0,1.14,8.9,16.0,4 - 4 - 2,3 - 5 - 2,8,6,15.0,3.0,6.5,6.9,6.7,6.7,7.7,7.2,7.2,5.8,7.3,6.8,6.7,7.0,7.2,6.8,8.3,6.4,7.4,6.4,6.8,6.9,7.3,6.1
OhGpHsy0,2021-08-29 19:00:00,Liga Portugal,4.0,Braga,Guimaraes,0.0,0.0,0.0,58,42,20.0,11.0,6.0,2.0,10.0,4.0,1.0,1.0,2.0,6.0,14.0,16.0,142.0,77.0,61.0,38.0,0.0,0.0,1.82,3.68,4.65,3 - 4 - 3,4 - 3 - 3,8,6,16.0,6.0,7.2,8.1,7.1,6.9,6.8,6.5,7.2,6.8,7.3,6.6,7.6,7.1,7.2,6.9,7.2,7.5,7.5,6.7,6.6,6.7,7.2,6.6
WIJhFL5C,2021-08-28 21:30:00,Liga Portugal,4.0,Famalicao,Sporting,1.0,1.0,0.0,40,60,14.0,15.0,5.0,5.0,4.0,8.0,4.0,3.0,4.0,4.0,12.0,17.0,68.0,105.0,39.0,62.0,0.0,0.0,7.25,4.08,1.53,4 - 2 - 3 - 1,3 - 4 - 3,8,5,9.0,13.0,7.1,7.4,7.3,7.6,7.1,7.2,6.8,7.3,7.5,6.6,6.8,7.3,6.5,6.9,7.0,6.5,7.5,6.7,7.5,6.7,6.5,6.2
SQMyJ36m,2021-08-28 19:00:00,Liga Portugal,4.0,FC Porto,Arouca,3.0,0.0,1.0,59,41,15.0,8.0,4.0,1.0,10.0,7.0,2.0,1.0,1.0,1.0,16.0,14.0,134.0,79.0,65.0,15.0,0.0,0.0,1.2,7.5,15.5,4 - 4 - 2,4 - 2 - 3 - 1,8,5,14.0,8.0,6.9,5.8,7.5,6.5,7.7,6.7,7.2,6.0,7.8,6.3,7.9,6.0,6.7,6.2,7.9,6.4,7.9,6.6,6.9,6.4,8.4,6.7
MmrBX2Lt,2021-08-28 16:30:00,Liga Portugal,4.0,Vizela,Boavista,1.0,1.0,0.0,53,47,16.0,5.0,4.0,1.0,7.0,2.0,1.0,0.0,0.0,3.0,17.0,10.0,123.0,75.0,49.0,28.0,0.0,0.0,2.57,3.15,3.05,4 - 2 - 3 - 1,3 - 4 - 3,8,5,11.0,3.0,6.1,6.9,8.0,6.9,6.8,7.0,6.7,6.8,7.2,7.7,6.3,6.5,6.9,6.7,7.5,7.8,7.1,7.7,6.9,6.5,6.7,7.0
KvdqxqDP,2021-08-27 22:15:00,Liga Portugal,4.0,Estoril,Maritimo,2.0,1.0,1.0,42,58,9.0,7.0,3.0,2.0,4.0,3.0,0.0,4.0,1.0,1.0,21.0,24.0,91.0,91.0,41.0,31.0,0.0,0.0,2.12,3.1,3.7,4 - 1 - 4 - 1,3 - 5 - 2,8,4,7.0,5.0,6.2,5.8,6.2,6.6,6.2,6.4,7.0,7.5,6.5,7.0,7.0,6.7,7.7,6.4,6.8,6.8,8.3,6.6,7.8,6.8,6.9,5.8
Es9cEuLI,2021-08-27 20:00:00,Liga Portugal,4.0,BSAD,Moreirense,1.0,1.0,0.0,49,51,6.0,20.0,1.0,6.0,4.0,6.0,1.0,5.0,5.0,0.0,12.0,13.0,72.0,113.0,27.0,83.0,1.0,0.0,3.6,3.25,2.21,3 - 4 - 3,3 - 4 - 3,8,4,5.0,12.0,7.8,6.1,7.4,6.9,7.0,7.1,7.0,6.6,7.7,6.7,7.2,6.3,4.7,6.7,8.0,7.0,6.9,6.7,6.5,6.2,6.8,6.8
Y9I2P5TJ,2021-08-23 22:15:00,Liga Portugal,3.0,Boavista,Santa Clara,2.0,0.0,1.0,47,53,9.0,11.0,4.0,2.0,4.0,6.0,1.0,1.0,2.0,2.0,16.0,12.0,90.0,101.0,28.0,35.0,0.0,0.0,2.62,2.98,3.15,3 - 4 - 3,4 - 4 - 2,8,0,8.0,8.0,7.0,6.0,7.0,5.8,7.1,6.1,8.3,6.8,7.5,6.5,7.3,6.5,6.9,6.8,8.1,8.0,7.4,6.8,6.9,6.7,7.4,6.5
2Pn344if,2021-08-23 20:00:00,Liga Portugal,3.0,Ferreira,Estoril,1.0,3.0,2.0,42,58,10.0,14.0,2.0,4.0,5.0,7.0,0.0,6.0,1.0,1.0,24.0,12.0,88.0,90.0,35.0,41.0,0.0,0.0,2.28,3.1,3.65,4 - 4 - 2,4 - 4 - 2,8,0,7.0,11.0,5.6,6.6,5.7,6.7,6.4,7.3,5.8,6.5,6.5,8.5,6.6,8.0,6.4,7.3,6.1,7.1,5.9,7.7,8.2,7.2,7.0,7.5
plx83O60,2021-08-22 21:30:00,Liga Portugal,3.0,Guimaraes,Vizela,4.0,0.0,1.0,63,37,20.0,4.0,8.0,2.0,7.0,2.0,2.0,4.0,2.0,4.0,15.0,17.0,113.0,64.0,68.0,18.0,0.0,0.0,1.85,3.5,4.65,4 - 4 - 2,4 - 4 - 2,8,6,15.0,4.0,7.0,6.0,8.5,5.3,7.4,6.4,7.2,5.9,7.7,6.7,7.5,6.2,7.2,6.4,7.0,6.0,7.9,6.1,7.2,6.8,7.9,6.4
Wfy6OPrQ,2021-08-22 19:00:00,Liga Portugal,3.0,Maritimo,FC Porto,1.0,1.0,0.0,42,58,5.0,16.0,1.0,5.0,4.0,9.0,3.0,0.0,4.0,0.0,21.0,18.0,58.0,187.0,18.0,61.0,0.0,0.0,7.3,4.45,1.47,3 - 5 - 2,4 - 4 - 2,8,6,5.0,14.0,7.3,6.2,6.3,6.9,7.7,7.3,7.4,6.7,6.9,6.8,6.5,7.6,7.7,7.3,7.8,7.6,7.6,7.9,6.5,6.8,6.2,6.2
W4vK0MjJ,2021-08-22 16:30:00,Liga Portugal,3.0,Tondela,Portimonense,0.0,3.0,2.0,57,43,11.0,7.0,3.0,5.0,5.0,1.0,0.0,2.0,2.0,3.0,14.0,18.0,123.0,70.0,45.0,29.0,0.0,0.0,2.9,3.0,2.75,4 - 2 - 3 - 1,4 - 3 - 3,8,6,8.0,6.0,5.9,7.2,6.3,7.1,6.0,7.2,6.1,6.9,6.1,8.2,6.4,6.6,5.8,7.4,6.1,6.9,6.4,8.0,6.8,7.6,6.5,7.1
lMra5pxl,2021-08-21 21:30:00,Liga Portugal,3.0,Sporting,BSAD,2.0,0.0,1.0,68,32,26.0,3.0,7.0,0.0,12.0,3.0,1.0,2.0,0.0,5.0,15.0,12.0,134.0,95.0,64.0,15.0,0.0,1.0,1.21,6.95,14.0,3 - 4 - 3,3 - 5 - 2,8,5,19.0,3.0,6.6,7.0,7.9,5.6,7.5,6.6,6.9,7.3,7.0,6.4,8.1,6.6,8.3,6.5,7.9,6.2,7.7,6.9,6.6,6.2,7.2,6.5
hEuG12yD,2021-08-21 19:00:00,Liga Portugal,3.0,Gil Vicente,Benfica,0.0,2.0,2.0,39,61,5.0,21.0,2.0,7.0,2.0,9.0,0.0,2.0,5.0,2.0,7.0,13.0,88.0,138.0,20.0,73.0,0.0,0.0,4.95,4.13,1.67,4 - 3 - 3,3 - 5 - 2,8,5,4.0,16.0,6.8,7.2,6.3,8.0,6.8,7.5,6.0,7.5,6.4,8.0,6.2,7.1,6.3,7.7,6.5,7.2,6.5,7.9,7.0,7.4,6.6,6.6
OvyC2rM6,2021-08-20 22:15:00,Liga Portugal,3.0,Moreirense,Braga,2.0,3.0,2.0,49,51,13.0,16.0,5.0,7.0,5.0,5.0,3.0,1.0,4.0,3.0,14.0,10.0,111.0,126.0,55.0,35.0,0.0,0.0,5.2,3.62,1.74,3 - 4 - 3,3 - 4 - 3,8,4,10.0,12.0,6.2,7.3,7.3,7.1,6.2,6.9,6.2,6.8,6.2,6.8,6.5,7.4,7.0,7.5,6.2,8.7,6.2,8.4,6.4,7.2,6.9,8.4
lzOXJqis,2021-08-20 20:00:00,Liga Portugal,3.0,Arouca,Famalicao,2.0,1.0,1.0,50,50,22.0,10.0,6.0,5.0,10.0,5.0,0.0,2.0,4.0,4.0,18.0,22.0,104.0,116.0,71.0,40.0,0.0,0.0,3.0,3.1,2.6,4 - 4 - 2,4 - 4 - 2,8,4,16.0,10.0,7.6,6.6,8.0,6.0,7.6,6.3,7.2,7.4,6.6,6.8,7.5,8.0,7.4,6.7,7.5,6.9,7.7,8.0,7.4,6.3,6.9,7.1
Kpgplq7D,2021-08-16 22:15:00,Liga Portugal,2.0,BSAD,Maritimo,1.0,2.0,2.0,46,54,5.0,13.0,2.0,4.0,3.0,5.0,1.0,0.0,2.0,1.0,22.0,21.0,100.0,104.0,23.0,32.0,0.0,0.0,2.57,3.0,2.93,3 - 5 - 2,3 - 4 - 3,8,0,5.0,9.0,6.2,6.7,6.8,7.0,5.7,6.8,6.3,6.7,6.5,7.3,6.3,6.9,6.9,6.6,6.7,7.5,6.2,7.0,6.9,7.5,6.2,7.7
YmsSCSqE,2021-08-16 20:00:00,Liga Portugal,2.0,Boavista,Ferreira,3.0,0.0,1.0,33,67,8.0,17.0,4.0,5.0,3.0,6.0,0.0,0.0,5.0,1.0,16.0,15.0,72.0,117.0,20.0,42.0,0.0,0.0,2.83,3.1,2.58,4 - 3 - 3,4 - 3 - 3,8,0,7.0,11.0,7.7,5.5,7.4,5.9,6.7,6.4,6.9,6.6,7.0,6.5,7.2,6.4,7.9,6.7,7.0,6.3,8.4,6.1,8.4,6.6,7.3,6.1
OIayj5x1,2021-08-15 21:30:00,Liga Portugal,2.0,Santa Clara,Moreirense,2.0,2.0,0.0,53,47,15.0,10.0,3.0,4.0,10.0,5.0,5.0,2.0,2.0,2.0,13.0,21.0,86.0,89.0,20.0,34.0,0.0,1.0,2.02,3.3,4.2,4 - 3 - 3,5 - 4 - 1,8,6,13.0,9.0,6.2,6.4,6.7,6.4,5.8,6.8,6.9,6.7,6.2,6.3,7.2,6.8,6.6,8.2,6.5,6.4,8.2,6.8,7.0,6.8,7.2,6.7
6sktkPi7,2021-08-15 19:00:00,Liga Portugal,2.0,Famalicao,FC Porto,1.0,2.0,2.0,43,57,7.0,12.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,0.0,16.0,14.0,74.0,124.0,32.0,40.0,0.0,0.0,7.8,4.8,1.43,3 - 4 - 3,4 - 4 - 2,8,6,4.0,8.0,5.9,6.3,6.0,6.8,8.2,6.9,6.3,6.9,7.1,6.9,5.9,7.9,6.0,7.1,6.4,7.3,6.3,6.7,6.6,7.6,6.3,8.7
CvtWBnaK,2021-08-15 16:30:00,Liga Portugal,2.0,Portimonense,Gil Vicente,0.0,1.0,2.0,51,49,18.0,7.0,5.0,4.0,8.0,1.0,0.0,0.0,3.0,5.0,11.0,18.0,107.0,99.0,38.0,31.0,0.0,0.0,2.5,3.05,3.25,4 - 3 - 3,4 - 3 - 3,8,6,13.0,5.0,6.6,7.9,7.1,7.3,7.3,6.7,6.7,7.4,7.5,7.1,6.3,7.2,6.9,7.7,6.5,7.2,6.5,6.6,6.4,6.4,6.7,7.5
pS0XjoNf,2021-08-14 21:30:00,Liga Portugal,2.0,Braga,Sporting,1.0,2.0,2.0,47,53,16.0,5.0,6.0,3.0,7.0,2.0,1.0,1.0,1.0,5.0,18.0,14.0,110.0,89.0,42.0,17.0,0.0,1.0,3.0,3.12,2.6,3 - 4 - 3,3 - 4 - 3,8,5,13.0,5.0,6.0,7.4,6.1,6.4,6.1,7.1,6.1,7.0,7.1,7.4,6.5,7.0,6.6,7.5,6.9,7.5,6.8,8.5,7.0,6.9,6.5,7.9
GhdTiR7l,2021-08-14 19:00:00,Liga Portugal,2.0,Benfica,Arouca,2.0,0.0,1.0,59,41,17.0,3.0,5.0,1.0,12.0,1.0,8.0,1.0,1.0,3.0,17.0,2.0,154.0,55.0,114.0,14.0,0.0,1.0,1.22,7.1,13.0,4 - 3 - 3,4 - 3 - 3,8,5,17.0,2.0,6.8,6.3125,7.3,6.5875,7.2,6.7125,6.8,6.2,8.1,6.5875,7.5,6.5375000000000005,7.6,6.5375,7.1,6.85,7.0,6.35,8.8,5.8375,7.3,6.7875
faqe6QMs,2021-08-14 16:30:00,Liga Portugal,2.0,Vizela,Tondela,2.0,1.0,1.0,46,54,20.0,8.0,6.0,2.0,9.0,4.0,0.0,1.0,1.0,4.0,18.0,11.0,78.0,60.0,66.0,33.0,0.0,0.0,2.45,3.28,3.1,4 - 3 - 3,4 - 2 - 3 - 1,8,5,15.0,6.0,6.3,6.9,7.7,6.6,6.0,6.7,7.3,6.9,6.7,6.2,6.7,6.6,8.4,7.2,7.0,6.0,7.9,6.4,6.8,6.4,8.1,6.7
hjcTA6EQ,2021-08-13 21:15:00,Liga Portugal,2.0,Estoril,Guimaraes,0.0,0.0,0.0,48,52,7.0,12.0,1.0,2.0,6.0,6.0,2.0,0.0,2.0,1.0,15.0,14.0,72.0,111.0,45.0,44.0,0.0,1.0,3.1,3.1,2.57,4 - 3 - 3,4 - 3 - 3,8,4,7.0,8.0,7.0,6.7,7.6,6.9,7.1,7.2,6.9,6.6,6.8,6.7,6.5,6.9,7.2,5.0,6.5,6.9,5.7,7.8,7.1,6.7,7.4,6.9
j7tmCeg3,2021-08-09 21:15:00,Liga Portugal,1.0,Gil Vicente,Boavista,3.0,0.0,1.0,59,41,9.0,13.0,6.0,5.0,3.0,5.0,1.0,3.0,5.0,3.0,21.0,10.0,129.0,89.0,35.0,38.0,0.0,0.0,1.9,3.25,5.0,4 - 3 - 3,4 - 4 - 2,8,0,9.0,10.0,8.0,6.0,7.7,6.9,7.0,6.0,6.9,5.7,7.0,6.9,8.1,6.2,7.1,6.7,8.2,6.5,6.4,6.2,7.8,6.5,7.4,6.5
d8adkYoj,2021-08-08 21:30:00,Liga Portugal,1.0,Ferreira,Famalicao,2.0,0.0,1.0,60,40,20.0,10.0,3.0,2.0,10.0,6.0,0.0,3.0,2.0,1.0,33.0,20.0,108.0,76.0,62.0,34.0,0.0,0.0,2.62,3.0,3.1,4 - 3 - 3,4 - 4 - 2,8,6,13.0,8.0,7.1,6.4,7.4,6.2,7.1,7.0,7.1,6.8,7.5,7.1,8.3,6.5,8.0,6.6,6.7,7.0,7.3,6.4,8.0,7.0,7.2,7.3
